AMBITO_NOMBRE,EMBALSE_NOMBRE,FECHA,AGUA_TOTAL,AGUA_ACTUAL,ELECTRICO_FLAG
"Miño - Sil","Bao","03/25/03 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","04/01/03 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","04/08/03 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","04/15/03 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","04/22/03 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","04/29/03 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","05/06/03 00:00:00","238,00","221,00",1
"Miño - Sil","Bao","05/13/03 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","05/20/03 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","05/27/03 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","06/03/03 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","06/10/03 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","06/17/03 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","06/24/03 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","07/01/03 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","07/08/03 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","07/15/03 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","07/22/03 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","07/29/03 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","08/05/03 00:00:00","238,00","213,00",1
"Miño - Sil","Bao","08/12/03 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","08/19/03 00:00:00","238,00","194,00",1
"Miño - Sil","Bao","08/26/03 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","09/02/03 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","09/09/03 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","09/16/03 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","09/23/03 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","09/30/03 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","10/07/03 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","10/14/03 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","10/21/03 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","10/28/03 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","11/04/03 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","11/11/03 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","11/18/03 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","11/25/03 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","12/02/03 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","12/09/03 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","12/16/03 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","12/23/03 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","12/30/03 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","01/06/04 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","01/13/04 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","01/20/04 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","01/27/04 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","02/03/04 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","02/10/04 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","02/17/04 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","02/24/04 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","03/02/04 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","03/09/04 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","03/16/04 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","03/23/04 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","03/30/04 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","04/06/04 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","04/13/04 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","04/20/04 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","04/27/04 00:00:00","238,00","138,00",1
"Miño - Sil","Bao","05/04/04 00:00:00","238,00","119,00",1
"Miño - Sil","Bao","05/11/04 00:00:00","238,00","103,00",1
"Miño - Sil","Bao","05/18/04 00:00:00","238,00","118,00",1
"Miño - Sil","Bao","05/25/04 00:00:00","238,00","142,00",1
"Miño - Sil","Bao","06/01/04 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","06/08/04 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","06/15/04 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","06/22/04 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","06/29/04 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","07/06/04 00:00:00","238,00","119,00",1
"Miño - Sil","Bao","07/13/04 00:00:00","238,00","125,00",1
"Miño - Sil","Bao","07/20/04 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","07/27/04 00:00:00","238,00","133,00",1
"Miño - Sil","Bao","08/03/04 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","08/10/04 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","08/17/04 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","08/24/04 00:00:00","238,00","146,00",1
"Miño - Sil","Bao","08/31/04 00:00:00","238,00","152,00",1
"Miño - Sil","Bao","09/07/04 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","09/14/04 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","09/21/04 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","09/28/04 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","10/05/04 00:00:00","238,00","211,00",1
"Miño - Sil","Bao","10/12/04 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","10/19/04 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","10/26/04 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","11/02/04 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","11/09/04 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","11/16/04 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","11/23/04 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","11/30/04 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","12/07/04 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","12/14/04 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","12/21/04 00:00:00","238,00","149,00",1
"Miño - Sil","Bao","12/28/04 00:00:00","238,00","143,00",1
"Miño - Sil","Bao","01/04/05 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","01/11/05 00:00:00","238,00","137,00",1
"Miño - Sil","Bao","01/18/05 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","01/25/05 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","02/01/05 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","02/08/05 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","02/15/05 00:00:00","238,00","130,00",1
"Miño - Sil","Bao","02/22/05 00:00:00","238,00","130,00",1
"Miño - Sil","Bao","03/01/05 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","03/08/05 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","03/15/05 00:00:00","238,00","138,00",1
"Miño - Sil","Bao","03/22/05 00:00:00","238,00","130,00",1
"Miño - Sil","Bao","03/29/05 00:00:00","238,00","124,00",1
"Miño - Sil","Bao","04/05/05 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","04/12/05 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","04/19/05 00:00:00","238,00","146,00",1
"Miño - Sil","Bao","04/26/05 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","05/03/05 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","05/10/05 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","05/17/05 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","05/24/05 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","05/31/05 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","06/07/05 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","06/14/05 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","06/21/05 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","06/28/05 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","07/05/05 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","07/12/05 00:00:00","238,00","152,00",1
"Miño - Sil","Bao","07/19/05 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","07/26/05 00:00:00","238,00","151,00",1
"Miño - Sil","Bao","08/02/05 00:00:00","238,00","147,00",1
"Miño - Sil","Bao","08/09/05 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","08/16/05 00:00:00","238,00","151,00",1
"Miño - Sil","Bao","08/23/05 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","08/30/05 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","09/06/05 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","09/13/05 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","09/20/05 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","09/27/05 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","10/04/05 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","10/11/05 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","10/18/05 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","10/25/05 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","11/01/05 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","11/08/05 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","11/15/05 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","11/22/05 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","11/29/05 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","12/06/05 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","12/13/05 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","12/20/05 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","12/27/05 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","01/03/06 00:00:00","238,00","145,00",1
"Miño - Sil","Bao","01/10/06 00:00:00","238,00","142,00",1
"Miño - Sil","Bao","01/17/06 00:00:00","238,00","146,00",1
"Miño - Sil","Bao","01/24/06 00:00:00","238,00","152,00",1
"Miño - Sil","Bao","01/31/06 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","02/07/06 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","02/14/06 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","02/21/06 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","02/28/06 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","03/07/06 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","03/14/06 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","03/21/06 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","03/28/06 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","04/04/06 00:00:00","238,00","213,00",1
"Miño - Sil","Bao","04/11/06 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","04/18/06 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","04/25/06 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","05/02/06 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","05/09/06 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","05/16/06 00:00:00","238,00","213,00",1
"Miño - Sil","Bao","05/23/06 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","05/30/06 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","06/06/06 00:00:00","238,00","212,00",1
"Miño - Sil","Bao","06/13/06 00:00:00","238,00","215,00",1
"Miño - Sil","Bao","06/20/06 00:00:00","238,00","215,00",1
"Miño - Sil","Bao","06/27/06 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","07/04/06 00:00:00","238,00","211,00",1
"Miño - Sil","Bao","07/11/06 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","07/18/06 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","07/25/06 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","08/01/06 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","08/08/06 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","08/15/06 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","08/22/06 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","08/29/06 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","09/05/06 00:00:00","238,00","203,00",1
"Miño - Sil","Bao","09/12/06 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","09/19/06 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","09/26/06 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","10/03/06 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","10/10/06 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","10/17/06 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","10/24/06 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","10/31/06 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","11/07/06 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","11/14/06 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","11/21/06 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","11/28/06 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","12/05/06 00:00:00","238,00","185,00",1
"Miño - Sil","Bao","12/12/06 00:00:00","238,00","195,00",1
"Miño - Sil","Bao","12/19/06 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","12/26/06 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","01/02/07 00:00:00","238,00","171,00",1
"Miño - Sil","Bao","01/09/07 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","01/16/07 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","01/23/07 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","01/30/07 00:00:00","238,00","183,00",1
"Miño - Sil","Bao","02/06/07 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","02/13/07 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","02/20/07 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","02/27/07 00:00:00","238,00","210,00",1
"Miño - Sil","Bao","03/06/07 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","03/13/07 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","03/20/07 00:00:00","238,00","207,00",1
"Miño - Sil","Bao","03/27/07 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","04/03/07 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","04/10/07 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","04/17/07 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","04/24/07 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","05/01/07 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","05/08/07 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","05/15/07 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","05/22/07 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","05/29/07 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","06/05/07 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","06/12/07 00:00:00","238,00","184,00",1
"Miño - Sil","Bao","06/19/07 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","06/26/07 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","07/03/07 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","07/10/07 00:00:00","238,00","182,00",1
"Miño - Sil","Bao","07/17/07 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","07/24/07 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","07/31/07 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","08/07/07 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","08/14/07 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","08/21/07 00:00:00","238,00","205,00",1
"Miño - Sil","Bao","08/28/07 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","09/04/07 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","09/11/07 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","09/18/07 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","09/25/07 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","10/02/07 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","10/09/07 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","10/16/07 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","10/23/07 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","10/30/07 00:00:00","238,00","113,00",1
"Miño - Sil","Bao","11/06/07 00:00:00","238,00","105,00",1
"Miño - Sil","Bao","11/13/07 00:00:00","238,00","103,00",1
"Miño - Sil","Bao","11/20/07 00:00:00","238,00","98,00",1
"Miño - Sil","Bao","11/27/07 00:00:00","238,00","101,00",1
"Miño - Sil","Bao","12/04/07 00:00:00","238,00","105,00",1
"Miño - Sil","Bao","12/11/07 00:00:00","238,00","114,00",1
"Miño - Sil","Bao","12/18/07 00:00:00","238,00","125,00",1
"Miño - Sil","Bao","12/25/07 00:00:00","238,00","136,00",1
"Miño - Sil","Bao","01/01/08 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","01/08/08 00:00:00","238,00","141,00",1
"Miño - Sil","Bao","01/15/08 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","01/22/08 00:00:00","238,00","144,00",1
"Miño - Sil","Bao","01/29/08 00:00:00","238,00","148,00",1
"Miño - Sil","Bao","02/05/08 00:00:00","238,00","151,00",1
"Miño - Sil","Bao","02/12/08 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","02/19/08 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","02/26/08 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","03/04/08 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","03/11/08 00:00:00","238,00","155,00",1
"Miño - Sil","Bao","03/18/08 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","03/25/08 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","04/01/08 00:00:00","238,00","157,00",1
"Miño - Sil","Bao","04/08/08 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","04/15/08 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","04/22/08 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","04/29/08 00:00:00","238,00","206,00",1
"Miño - Sil","Bao","05/06/08 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","05/13/08 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","05/20/08 00:00:00","238,00","189,00",1
"Miño - Sil","Bao","05/27/08 00:00:00","238,00","197,00",1
"Miño - Sil","Bao","06/03/08 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","06/10/08 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","06/17/08 00:00:00","238,00","191,00",1
"Miño - Sil","Bao","06/24/08 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","07/01/08 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","07/08/08 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","07/15/08 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","07/22/08 00:00:00","238,00","163,00",1
"Miño - Sil","Bao","07/29/08 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","08/05/08 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","08/12/08 00:00:00","238,00","158,00",1
"Miño - Sil","Bao","08/19/08 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","08/26/08 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","09/02/08 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","09/09/08 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","09/16/08 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","09/23/08 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","09/30/08 00:00:00","238,00","179,00",1
"Miño - Sil","Bao","10/07/08 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","10/14/08 00:00:00","238,00","165,00",1
"Miño - Sil","Bao","10/21/08 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","10/28/08 00:00:00","238,00","149,00",1
"Miño - Sil","Bao","11/04/08 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","11/11/08 00:00:00","238,00","140,00",1
"Miño - Sil","Bao","11/18/08 00:00:00","238,00","135,00",1
"Miño - Sil","Bao","11/25/08 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","12/02/08 00:00:00","238,00","125,00",1
"Miño - Sil","Bao","12/09/08 00:00:00","238,00","129,00",1
"Miño - Sil","Bao","12/16/08 00:00:00","238,00","128,00",1
"Miño - Sil","Bao","12/23/08 00:00:00","238,00","122,00",1
"Miño - Sil","Bao","12/30/08 00:00:00","238,00","122,00",1
"Miño - Sil","Bao","01/06/09 00:00:00","238,00","121,00",1
"Miño - Sil","Bao","01/13/09 00:00:00","238,00","117,00",1
"Miño - Sil","Bao","01/20/09 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","01/27/09 00:00:00","238,00","138,00",1
"Miño - Sil","Bao","02/03/09 00:00:00","238,00","159,00",1
"Miño - Sil","Bao","02/10/09 00:00:00","238,00","168,00",1
"Miño - Sil","Bao","02/17/09 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","02/24/09 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","03/03/09 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","03/10/09 00:00:00","238,00","164,00",1
"Miño - Sil","Bao","03/17/09 00:00:00","238,00","168,00",1
"Miño - Sil","Bao","03/24/09 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","03/31/09 00:00:00","238,00","175,00",1
"Miño - Sil","Bao","04/07/09 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","04/14/09 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","04/21/09 00:00:00","238,00","169,00",1
"Miño - Sil","Bao","04/28/09 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","05/05/09 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","05/12/09 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","05/19/09 00:00:00","238,00","172,00",1
"Miño - Sil","Bao","05/26/09 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","06/02/09 00:00:00","238,00","176,00",1
"Miño - Sil","Bao","06/09/09 00:00:00","238,00","178,00",1
"Miño - Sil","Bao","06/16/09 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","06/23/09 00:00:00","238,00","174,00",1
"Miño - Sil","Bao","06/30/09 00:00:00","238,00","157,00",1
"Miño - Sil","Bao","07/07/09 00:00:00","238,00","170,00",1
"Miño - Sil","Bao","07/14/09 00:00:00","238,00","167,00",1
"Miño - Sil","Bao","07/21/09 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","07/28/09 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","08/04/09 00:00:00","238,00","156,00",1
"Miño - Sil","Bao","08/11/09 00:00:00","238,00","168,00",1
"Miño - Sil","Bao","08/18/09 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","08/25/09 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","09/01/09 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","09/08/09 00:00:00","238,00","202,00",1
"Miño - Sil","Bao","09/15/09 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","09/22/09 00:00:00","238,00","201,00",1
"Miño - Sil","Bao","09/29/09 00:00:00","238,00","186,00",1
"Miño - Sil","Bao","10/06/09 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","10/13/09 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","10/20/09 00:00:00","238,00","153,00",1
"Miño - Sil","Bao","10/27/09 00:00:00","238,00","154,00",1
"Miño - Sil","Bao","11/03/09 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","11/10/09 00:00:00","238,00","150,00",1
"Miño - Sil","Bao","11/17/09 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","11/24/09 00:00:00","238,00","166,00",1
"Miño - Sil","Bao","12/01/09 00:00:00","238,00","161,00",1
"Miño - Sil","Bao","12/08/09 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","12/15/09 00:00:00","238,00","180,00",1
"Miño - Sil","Bao","12/22/09 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","12/29/09 00:00:00","238,00","177,00",1
"Miño - Sil","Bao","01/05/10 00:00:00","238,00","214,00",1
"Miño - Sil","Bao","01/12/10 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","01/19/10 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","01/26/10 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","02/02/10 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","02/09/10 00:00:00","238,00","187,00",1
"Miño - Sil","Bao","02/16/10 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","02/23/10 00:00:00","238,00","196,00",1
"Miño - Sil","Bao","03/02/10 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","03/09/10 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","03/16/10 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","03/23/10 00:00:00","238,00","193,00",1
"Miño - Sil","Bao","03/30/10 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","04/06/10 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","04/13/10 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","04/20/10 00:00:00","238,00","199,00",1
"Miño - Sil","Bao","04/27/10 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","05/04/10 00:00:00","238,00","190,00",1
"Miño - Sil","Bao","05/11/10 00:00:00","238,00","188,00",1
"Miño - Sil","Bao","05/18/10 00:00:00","238,00","209,00",1
"Miño - Sil","Bao","05/25/10 00:00:00","238,00","220,00",1
"Miño - Sil","Bao","06/01/10 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","06/08/10 00:00:00","238,00","216,00",1
"Miño - Sil","Bao","06/15/10 00:00:00","238,00","217,00",1
"Miño - Sil","Bao","06/22/10 00:00:00","238,00","222,00",1
"Miño - Sil","Bao","06/29/10 00:00:00","238,00","219,00",1
"Miño - Sil","Bao","07/06/10 00:00:00","238,00","215,00",1
"Miño - Sil","Bao","07/13/10 00:00:00","238,00","211,00",1
"Miño - Sil","Bao","07/20/10 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","07/27/10 00:00:00","238,00","200,00",1
"Miño - Sil","Bao","08/03/10 00:00:00","238,00","208,00",1
"Miño - Sil","Bao","08/10/10 00:00:00","238,00","218,00",1
"Miño - Sil","Bao","08/17/10 00:00:00","238,00","204,00",1
"Miño - Sil","Bao","08/24/10 00:00:00","238,00","192,00",1
"Miño - Sil","Bao","08/31/10 00:00:00","238,00","181,00",1
"Miño - Sil","Bao","09/07/10 00:00:00","238,00","173,00",1
"Miño - Sil","Bao","09/14/10 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","09/21/10 00:00:00","238,00","162,00",1
"Miño - Sil","Bao","09/28/10 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","10/05/10 00:00:00","238,00","127,00",1
"Miño - Sil","Bao","10/12/10 00:00:00","238,00","139,00",1
"Miño - Sil","Bao","10/19/10 00:00:00","238,00","131,00",1
"Miño - Sil","Bao","10/26/10 00:00:00","238,00","126,00",1
"Miño - Sil","Bao","11/02/10 00:00:00","238,00","136,00",1
