_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
3147,3,2,ACEPTABLE,17801,2023-01-16T00:00:00Z
3148,4,5,EXCELENTE,5241176,2021-11-13T00:00:00Z
3149,3,4,MUY BUENO,17186,2021-12-14T00:00:00Z
3150,1,1,DEFICIENTE,17710,2022-05-30T00:00:00Z
3151,2,1,REGULAR,3991299,2022-09-12T00:00:00Z
3152,5,5,EXCELENTE,18008,2021-09-15T00:00:00Z
3153,2,2,ACEPTABLE,17059,2022-10-01T00:00:00Z
3154,1,2,REGULAR,16908,2021-02-05T00:00:00Z
3155,2,2,ACEPTABLE,18431,2023-08-23T00:00:00Z
3156,3,3,MUY BUENO,17554,2021-03-15T00:00:00Z
3157,3,4,MUY BUENO,17677,2022-06-18T00:00:00Z
3158,4,4,EXCELENTE,18378,2021-06-20T00:00:00Z
3159,1,2,REGULAR,17371,2021-09-04T00:00:00Z
3160,5,5,EXCELENTE,17492,2021-11-26T00:00:00Z
3161,1,1,DEFICIENTE,18214,2023-11-08T00:00:00Z
3162,5,4,EXCELENTE,17164,2022-11-24T00:00:00Z
3163,1,1,DEFICIENTE,52056,2023-02-11T00:00:00Z
3164,3,2,ACEPTABLE,17060,2022-08-28T00:00:00Z
3165,5,5,EXCELENTE,17955,2023-08-26T00:00:00Z
3166,4,3,MUY BUENO,4749887,2023-07-29T00:00:00Z
3167,5,5,EXCELENTE,18610,2022-10-24T00:00:00Z
3168,1,1,DEFICIENTE,17953,2023-04-08T00:00:00Z
3169,2,3,ACEPTABLE,18403,2022-01-30T00:00:00Z
3170,3,2,ACEPTABLE,17429,2023-11-03T00:00:00Z
3171,5,4,EXCELENTE,5240110,2023-09-06T00:00:00Z
3172,3,3,MUY BUENO,17552,2023-10-14T00:00:00Z
3173,5,5,EXCELENTE,18599,2022-09-28T00:00:00Z
3174,5,5,EXCELENTE,8799638,2021-02-25T00:00:00Z
3175,2,1,REGULAR,17544,2021-07-28T00:00:00Z
3176,2,3,ACEPTABLE,18361,2021-08-13T00:00:00Z
3177,1,2,REGULAR,17630,2022-06-03T00:00:00Z
3178,5,5,EXCELENTE,5178865,2022-07-16T00:00:00Z
3179,3,3,MUY BUENO,16739,2021-10-27T00:00:00Z
3180,4,4,EXCELENTE,18280,2022-08-05T00:00:00Z
3181,2,3,ACEPTABLE,7933003,2022-10-25T00:00:00Z
3182,5,5,EXCELENTE,17699,2023-04-10T00:00:00Z
3183,4,5,EXCELENTE,17727,2022-10-11T00:00:00Z
3184,2,1,REGULAR,17675,2022-11-27T00:00:00Z
3185,3,2,ACEPTABLE,16770,2021-06-05T00:00:00Z
3186,2,3,ACEPTABLE,16969,2023-10-04T00:00:00Z
3187,4,3,MUY BUENO,17606,2021-01-16T00:00:00Z
3188,1,1,DEFICIENTE,17832,2021-03-29T00:00:00Z
3189,4,4,EXCELENTE,4988362,2022-07-11T00:00:00Z
3190,2,2,ACEPTABLE,17515,2023-12-11T00:00:00Z
3191,2,2,ACEPTABLE,16924,2022-05-25T00:00:00Z
3192,3,4,MUY BUENO,17161,2022-05-13T00:00:00Z
3193,4,4,EXCELENTE,9243145,2022-06-06T00:00:00Z
3194,1,1,DEFICIENTE,17697,2021-06-05T00:00:00Z
3195,2,2,ACEPTABLE,52101,2021-03-29T00:00:00Z
3196,4,4,EXCELENTE,16780,2022-04-24T00:00:00Z
3197,1,2,REGULAR,17908,2023-08-29T00:00:00Z
3198,2,1,REGULAR,18253,2021-11-30T00:00:00Z
3199,2,2,ACEPTABLE,17871,2023-04-13T00:00:00Z
3200,1,1,DEFICIENTE,17316,2021-11-07T00:00:00Z
3201,1,2,REGULAR,17190,2021-08-20T00:00:00Z
3202,4,3,MUY BUENO,5240324,2021-11-12T00:00:00Z
3203,1,2,REGULAR,18224,2023-12-02T00:00:00Z
3204,5,5,EXCELENTE,16998,2023-02-15T00:00:00Z
3205,1,1,DEFICIENTE,17780,2021-08-28T00:00:00Z
3206,5,5,EXCELENTE,17967,2023-05-08T00:00:00Z
3207,1,1,DEFICIENTE,9272789,2022-05-11T00:00:00Z
3208,3,3,MUY BUENO,18327,2023-04-20T00:00:00Z
3209,2,3,ACEPTABLE,17582,2022-12-28T00:00:00Z
3210,5,5,EXCELENTE,16930,2021-04-07T00:00:00Z
3211,3,2,ACEPTABLE,17523,2021-10-28T00:00:00Z
3212,1,2,REGULAR,52212,2021-12-17T00:00:00Z
3213,1,1,DEFICIENTE,6909670,2023-10-10T00:00:00Z
3214,1,2,REGULAR,18574,2021-12-25T00:00:00Z
3215,2,3,ACEPTABLE,17758,2022-07-15T00:00:00Z
3216,5,5,EXCELENTE,17773,2021-11-24T00:00:00Z
3217,3,2,ACEPTABLE,18451,2022-04-11T00:00:00Z
3218,1,1,DEFICIENTE,18531,2023-06-28T00:00:00Z
3219,2,3,ACEPTABLE,18063,2022-08-02T00:00:00Z
3220,2,3,ACEPTABLE,5261893,2021-05-15T00:00:00Z
3221,1,1,DEFICIENTE,17360,2023-05-05T00:00:00Z
3222,3,2,ACEPTABLE,17495,2021-05-08T00:00:00Z
3223,2,2,ACEPTABLE,18383,2023-04-01T00:00:00Z
3224,2,3,ACEPTABLE,17649,2023-03-11T00:00:00Z
3225,5,5,EXCELENTE,17985,2021-02-09T00:00:00Z
3226,4,3,MUY BUENO,17633,2023-02-20T00:00:00Z
3227,5,5,EXCELENTE,52079,2021-09-05T00:00:00Z
3228,1,1,DEFICIENTE,17067,2021-05-02T00:00:00Z
3229,5,4,EXCELENTE,9046351,2023-01-19T00:00:00Z
3230,2,2,ACEPTABLE,17683,2022-04-09T00:00:00Z
3231,4,4,EXCELENTE,17296,2021-07-18T00:00:00Z
3232,1,1,DEFICIENTE,7902175,2021-10-21T00:00:00Z
3233,1,2,REGULAR,16729,2022-10-03T00:00:00Z
3234,2,1,REGULAR,17349,2021-01-09T00:00:00Z
3235,4,5,EXCELENTE,16977,2023-04-07T00:00:00Z
3236,3,4,MUY BUENO,3573331,2021-09-05T00:00:00Z
3237,4,5,EXCELENTE,461265,2021-03-24T00:00:00Z
3238,3,4,MUY BUENO,18504,2023-01-22T00:00:00Z
3239,5,5,EXCELENTE,17853,2023-11-05T00:00:00Z
3240,4,3,MUY BUENO,18432,2023-09-23T00:00:00Z
3241,2,3,ACEPTABLE,4749890,2022-01-11T00:00:00Z
3242,3,3,MUY BUENO,6819612,2023-08-24T00:00:00Z
3243,3,4,MUY BUENO,17993,2023-11-29T00:00:00Z
3244,4,4,EXCELENTE,5237123,2021-05-23T00:00:00Z
3245,3,2,ACEPTABLE,17551,2022-07-11T00:00:00Z
3246,1,2,REGULAR,18076,2021-04-15T00:00:00Z
3247,2,3,ACEPTABLE,18086,2023-08-17T00:00:00Z
3248,2,1,REGULAR,18448,2023-12-16T00:00:00Z
3249,3,3,MUY BUENO,17180,2021-10-10T00:00:00Z
3250,5,4,EXCELENTE,18069,2023-10-20T00:00:00Z
3251,1,1,DEFICIENTE,7177654,2023-04-15T00:00:00Z
3252,4,5,EXCELENTE,18325,2021-09-08T00:00:00Z
3253,2,1,REGULAR,3573058,2022-06-10T00:00:00Z
3254,1,2,REGULAR,3573056,2022-08-19T00:00:00Z
3255,5,4,EXCELENTE,16990,2023-11-10T00:00:00Z
3256,2,3,ACEPTABLE,17488,2023-03-28T00:00:00Z
3257,5,5,EXCELENTE,52195,2022-10-01T00:00:00Z
3258,2,2,ACEPTABLE,18183,2022-09-17T00:00:00Z
3259,2,1,REGULAR,4990656,2021-02-28T00:00:00Z
3260,1,1,DEFICIENTE,18590,2021-06-29T00:00:00Z
3261,4,3,MUY BUENO,17344,2022-09-18T00:00:00Z
3262,3,3,MUY BUENO,52101,2023-07-31T00:00:00Z
3263,1,2,REGULAR,7761231,2021-12-08T00:00:00Z
3264,4,3,MUY BUENO,17525,2021-09-19T00:00:00Z
3265,2,2,ACEPTABLE,52196,2023-06-11T00:00:00Z
3266,5,4,EXCELENTE,18321,2022-08-11T00:00:00Z
3267,4,3,MUY BUENO,18049,2021-05-11T00:00:00Z
3268,2,2,ACEPTABLE,18467,2023-01-09T00:00:00Z
3269,4,3,MUY BUENO,17407,2021-01-14T00:00:00Z
3270,5,5,EXCELENTE,18466,2021-10-10T00:00:00Z
3271,5,5,EXCELENTE,5653727,2023-05-03T00:00:00Z
3272,4,4,EXCELENTE,17385,2021-02-07T00:00:00Z
3273,1,2,REGULAR,17039,2021-02-17T00:00:00Z
3274,5,4,EXCELENTE,17042,2021-12-30T00:00:00Z
3275,3,3,MUY BUENO,18181,2022-04-02T00:00:00Z
3276,4,5,EXCELENTE,18070,2023-06-03T00:00:00Z
3277,1,1,DEFICIENTE,16710,2021-10-17T00:00:00Z
3278,3,4,MUY BUENO,52078,2021-10-07T00:00:00Z
3279,3,4,MUY BUENO,17363,2021-04-24T00:00:00Z
3280,1,1,DEFICIENTE,17461,2022-05-14T00:00:00Z
3281,3,2,ACEPTABLE,16872,2022-11-21T00:00:00Z
3282,2,3,ACEPTABLE,17360,2023-03-07T00:00:00Z
3283,5,5,EXCELENTE,3573050,2023-07-04T00:00:00Z
3284,1,2,REGULAR,17602,2023-08-07T00:00:00Z
3285,4,3,MUY BUENO,17064,2021-09-19T00:00:00Z
3286,1,2,REGULAR,18143,2021-08-21T00:00:00Z
3287,5,5,EXCELENTE,5213831,2021-05-17T00:00:00Z
3288,2,3,ACEPTABLE,4731656,2021-05-17T00:00:00Z
3289,1,1,DEFICIENTE,18520,2023-12-31T00:00:00Z
3290,1,1,DEFICIENTE,5178801,2023-08-20T00:00:00Z
3291,2,1,REGULAR,52107,2022-08-13T00:00:00Z
3292,2,1,REGULAR,18230,2023-09-28T00:00:00Z
3293,5,5,EXCELENTE,18315,2023-10-06T00:00:00Z
3294,4,4,EXCELENTE,17409,2021-09-29T00:00:00Z
3295,5,5,EXCELENTE,18213,2023-03-20T00:00:00Z
3296,3,4,MUY BUENO,5237126,2023-02-07T00:00:00Z
3297,3,3,MUY BUENO,16663,2021-07-05T00:00:00Z
3298,2,3,ACEPTABLE,18147,2022-12-29T00:00:00Z
3299,1,2,REGULAR,18202,2023-01-15T00:00:00Z
3300,4,5,EXCELENTE,18418,2021-01-25T00:00:00Z
3301,2,1,REGULAR,18262,2023-02-24T00:00:00Z
3302,3,2,ACEPTABLE,17486,2022-11-30T00:00:00Z
3303,5,5,EXCELENTE,18340,2022-09-01T00:00:00Z
3304,5,5,EXCELENTE,4989404,2023-12-27T00:00:00Z
3305,3,2,ACEPTABLE,16726,2021-11-07T00:00:00Z
3306,2,3,ACEPTABLE,7886327,2023-01-16T00:00:00Z
3307,5,5,EXCELENTE,16716,2023-11-12T00:00:00Z
3308,4,3,MUY BUENO,7861595,2021-07-23T00:00:00Z
3309,1,2,REGULAR,16881,2022-03-11T00:00:00Z
3310,2,2,ACEPTABLE,8786012,2023-10-12T00:00:00Z
3311,5,4,EXCELENTE,18348,2021-04-27T00:00:00Z
3312,2,1,REGULAR,17484,2023-06-23T00:00:00Z
3313,4,5,EXCELENTE,17939,2023-08-08T00:00:00Z
3314,1,1,DEFICIENTE,16713,2023-07-27T00:00:00Z
3315,5,5,EXCELENTE,17440,2023-03-06T00:00:00Z
3316,2,3,ACEPTABLE,17785,2021-10-07T00:00:00Z
3317,1,1,DEFICIENTE,52120,2022-03-01T00:00:00Z
3318,3,4,MUY BUENO,18266,2021-09-07T00:00:00Z
3319,5,4,EXCELENTE,52155,2022-08-10T00:00:00Z
3320,3,3,MUY BUENO,17924,2023-06-29T00:00:00Z
3321,2,2,ACEPTABLE,17389,2022-09-17T00:00:00Z
3322,3,4,MUY BUENO,18009,2022-04-12T00:00:00Z
3323,1,1,DEFICIENTE,17019,2021-01-16T00:00:00Z
3324,2,3,ACEPTABLE,17434,2023-06-26T00:00:00Z
3325,1,1,DEFICIENTE,18266,2022-09-12T00:00:00Z
3326,2,2,ACEPTABLE,5654006,2023-08-03T00:00:00Z
3327,2,1,REGULAR,7403983,2022-03-29T00:00:00Z
3328,5,5,EXCELENTE,5219928,2022-09-14T00:00:00Z
3329,1,1,DEFICIENTE,17822,2023-12-10T00:00:00Z
3330,3,3,MUY BUENO,18191,2021-10-07T00:00:00Z
3331,3,4,MUY BUENO,16776,2021-11-22T00:00:00Z
3332,2,2,ACEPTABLE,17685,2023-01-30T00:00:00Z
3333,1,1,DEFICIENTE,5133174,2023-01-06T00:00:00Z
3334,3,4,MUY BUENO,17501,2021-04-05T00:00:00Z
3335,2,3,ACEPTABLE,16975,2021-04-03T00:00:00Z
3336,1,1,DEFICIENTE,18304,2022-12-13T00:00:00Z
3337,3,2,ACEPTABLE,17160,2023-09-08T00:00:00Z
3338,5,5,EXCELENTE,7280560,2022-09-27T00:00:00Z
3339,5,5,EXCELENTE,18607,2021-07-03T00:00:00Z
3340,1,2,REGULAR,16780,2022-04-11T00:00:00Z
3341,2,2,ACEPTABLE,17403,2023-08-30T00:00:00Z
3342,1,1,DEFICIENTE,17997,2021-09-05T00:00:00Z
3343,1,2,REGULAR,18292,2021-12-29T00:00:00Z
3344,2,2,ACEPTABLE,18164,2022-05-16T00:00:00Z
3345,3,3,MUY BUENO,17528,2022-02-03T00:00:00Z
3346,5,4,EXCELENTE,5246197,2022-11-28T00:00:00Z
3347,1,1,DEFICIENTE,16972,2022-04-15T00:00:00Z
3348,3,4,MUY BUENO,52229,2022-11-26T00:00:00Z
3349,1,2,REGULAR,3611795,2021-12-01T00:00:00Z
3350,3,2,ACEPTABLE,18049,2021-10-24T00:00:00Z
3351,3,4,MUY BUENO,17386,2021-04-30T00:00:00Z
3352,3,2,ACEPTABLE,18611,2022-09-01T00:00:00Z
3353,3,3,MUY BUENO,17938,2022-12-10T00:00:00Z
3354,2,1,REGULAR,5237110,2022-12-14T00:00:00Z
3355,2,2,ACEPTABLE,5653984,2021-01-09T00:00:00Z
3356,5,5,EXCELENTE,18077,2023-10-12T00:00:00Z
3357,3,4,MUY BUENO,17054,2022-06-22T00:00:00Z
3358,5,5,EXCELENTE,8799601,2021-03-24T00:00:00Z
3359,2,3,ACEPTABLE,3962084,2023-09-14T00:00:00Z
3360,4,5,EXCELENTE,18329,2021-09-19T00:00:00Z
3361,5,5,EXCELENTE,18274,2022-07-05T00:00:00Z
3362,2,2,ACEPTABLE,17555,2021-08-13T00:00:00Z
3363,2,1,REGULAR,16872,2021-07-21T00:00:00Z
3364,5,5,EXCELENTE,18186,2021-07-11T00:00:00Z
3365,2,3,ACEPTABLE,17738,2021-07-20T00:00:00Z
3366,2,2,ACEPTABLE,8799552,2021-06-16T00:00:00Z
3367,2,1,REGULAR,52231,2023-01-09T00:00:00Z
3368,2,2,ACEPTABLE,18281,2021-12-22T00:00:00Z
3369,5,5,EXCELENTE,17022,2023-10-23T00:00:00Z
3370,5,5,EXCELENTE,52214,2023-01-01T00:00:00Z
3371,4,4,EXCELENTE,17614,2021-05-29T00:00:00Z
3372,2,2,ACEPTABLE,17677,2022-02-23T00:00:00Z
3373,3,4,MUY BUENO,5241177,2023-01-04T00:00:00Z
3374,2,2,ACEPTABLE,16664,2023-03-24T00:00:00Z
3375,3,4,MUY BUENO,18232,2021-07-20T00:00:00Z
3376,1,1,DEFICIENTE,18555,2021-06-09T00:00:00Z
3377,3,3,MUY BUENO,17336,2022-05-13T00:00:00Z
3378,5,5,EXCELENTE,3573018,2022-10-27T00:00:00Z
3379,4,4,EXCELENTE,18452,2022-01-06T00:00:00Z
3380,3,3,MUY BUENO,16733,2022-12-22T00:00:00Z
3381,5,4,EXCELENTE,18006,2023-05-02T00:00:00Z
3382,2,1,REGULAR,9179375,2023-11-04T00:00:00Z
3383,1,1,DEFICIENTE,52058,2022-09-05T00:00:00Z
3384,5,5,EXCELENTE,18414,2023-05-19T00:00:00Z
3385,1,1,DEFICIENTE,52103,2021-07-17T00:00:00Z
3386,4,5,EXCELENTE,18354,2023-07-19T00:00:00Z
3387,1,1,DEFICIENTE,16918,2023-05-13T00:00:00Z
3388,4,3,MUY BUENO,3573055,2022-09-20T00:00:00Z
3389,1,2,REGULAR,17158,2022-11-11T00:00:00Z
3390,1,1,DEFICIENTE,16921,2021-03-18T00:00:00Z
3391,4,4,EXCELENTE,17521,2023-10-22T00:00:00Z
3392,1,1,DEFICIENTE,4749897,2021-01-28T00:00:00Z
3393,1,1,DEFICIENTE,18329,2023-07-07T00:00:00Z
3394,2,2,ACEPTABLE,9272789,2021-12-10T00:00:00Z
3395,1,1,DEFICIENTE,17164,2022-12-06T00:00:00Z
3396,4,4,EXCELENTE,18574,2023-02-11T00:00:00Z
3397,2,2,ACEPTABLE,18440,2023-10-22T00:00:00Z
3398,5,5,EXCELENTE,18012,2021-06-24T00:00:00Z
3399,2,2,ACEPTABLE,17530,2021-09-07T00:00:00Z
3400,4,3,MUY BUENO,17980,2022-04-19T00:00:00Z
3401,3,2,ACEPTABLE,17884,2021-05-12T00:00:00Z
3402,3,3,MUY BUENO,5246193,2022-04-21T00:00:00Z
3403,4,4,EXCELENTE,17537,2022-12-21T00:00:00Z
3404,2,3,ACEPTABLE,18111,2021-10-07T00:00:00Z
3405,5,4,EXCELENTE,18316,2022-12-04T00:00:00Z
3406,4,4,EXCELENTE,16877,2022-06-25T00:00:00Z
3407,1,1,DEFICIENTE,4737855,2021-08-21T00:00:00Z
3408,2,3,ACEPTABLE,17336,2021-09-02T00:00:00Z
3409,5,5,EXCELENTE,5653901,2023-08-21T00:00:00Z
3410,3,4,MUY BUENO,17265,2023-03-03T00:00:00Z
3411,3,2,ACEPTABLE,6819620,2023-04-05T00:00:00Z
3412,3,3,MUY BUENO,17039,2023-01-30T00:00:00Z
3413,1,1,DEFICIENTE,18197,2023-07-04T00:00:00Z
3414,1,2,REGULAR,7356654,2022-05-03T00:00:00Z
3415,2,1,REGULAR,7168553,2023-12-03T00:00:00Z
3416,5,5,EXCELENTE,17514,2021-01-30T00:00:00Z
3417,5,4,EXCELENTE,18497,2022-03-31T00:00:00Z
3418,5,4,EXCELENTE,18057,2021-04-15T00:00:00Z
3419,4,3,MUY BUENO,17008,2023-08-25T00:00:00Z
3420,2,3,ACEPTABLE,8786012,2023-03-19T00:00:00Z
3421,1,2,REGULAR,16753,2022-02-17T00:00:00Z
3422,5,5,EXCELENTE,6909670,2022-09-18T00:00:00Z
3423,3,3,MUY BUENO,17475,2021-06-20T00:00:00Z
3424,1,1,DEFICIENTE,7356671,2022-05-13T00:00:00Z
3425,4,4,EXCELENTE,16941,2021-04-05T00:00:00Z
3426,4,3,MUY BUENO,17816,2021-02-07T00:00:00Z
3427,3,2,ACEPTABLE,9492866,2022-11-22T00:00:00Z
3428,2,2,ACEPTABLE,8799606,2021-01-25T00:00:00Z
3429,5,4,EXCELENTE,18289,2023-02-22T00:00:00Z
3430,3,2,ACEPTABLE,18303,2021-01-06T00:00:00Z
3431,5,4,EXCELENTE,17698,2021-06-20T00:00:00Z
3432,5,5,EXCELENTE,17802,2022-03-21T00:00:00Z
3433,1,1,DEFICIENTE,17748,2023-01-03T00:00:00Z
3434,5,4,EXCELENTE,18390,2023-12-16T00:00:00Z
3435,3,4,MUY BUENO,18253,2022-06-15T00:00:00Z
3436,1,1,DEFICIENTE,4986212,2021-03-10T00:00:00Z
3437,5,4,EXCELENTE,17929,2022-02-02T00:00:00Z
3438,3,3,MUY BUENO,17571,2021-04-25T00:00:00Z
3439,4,3,MUY BUENO,16859,2023-11-09T00:00:00Z
3440,2,3,ACEPTABLE,7127774,2021-12-26T00:00:00Z
3441,2,2,ACEPTABLE,5175231,2023-03-18T00:00:00Z
3442,3,3,MUY BUENO,8907324,2021-11-30T00:00:00Z
3443,2,3,ACEPTABLE,18322,2023-10-17T00:00:00Z
3444,3,2,ACEPTABLE,18049,2022-09-17T00:00:00Z
3445,2,2,ACEPTABLE,18189,2022-12-26T00:00:00Z
3446,3,2,ACEPTABLE,17931,2021-10-25T00:00:00Z
3447,4,4,EXCELENTE,17665,2022-05-29T00:00:00Z
3448,1,1,DEFICIENTE,18065,2021-01-23T00:00:00Z
3449,4,5,EXCELENTE,3568173,2023-01-01T00:00:00Z
3450,3,3,MUY BUENO,5653716,2021-02-21T00:00:00Z
3451,3,2,ACEPTABLE,3962563,2023-09-23T00:00:00Z
3452,5,5,EXCELENTE,7928105,2021-08-09T00:00:00Z
3453,3,3,MUY BUENO,17473,2023-05-07T00:00:00Z
3454,5,4,EXCELENTE,17045,2021-08-29T00:00:00Z
3455,5,5,EXCELENTE,18091,2021-04-19T00:00:00Z
3456,4,4,EXCELENTE,18586,2023-02-04T00:00:00Z
3457,4,4,EXCELENTE,17700,2021-11-10T00:00:00Z
3458,4,4,EXCELENTE,52224,2023-07-24T00:00:00Z
3459,1,1,DEFICIENTE,17374,2022-02-16T00:00:00Z
3460,3,2,ACEPTABLE,16748,2021-09-10T00:00:00Z
3461,5,5,EXCELENTE,6819616,2023-09-02T00:00:00Z
3462,5,4,EXCELENTE,7943797,2023-05-22T00:00:00Z
3463,2,3,ACEPTABLE,5653899,2021-09-04T00:00:00Z
3464,2,1,REGULAR,17454,2021-01-15T00:00:00Z
3465,3,4,MUY BUENO,17389,2023-03-21T00:00:00Z
3466,2,1,REGULAR,18316,2022-11-18T00:00:00Z
3467,4,4,EXCELENTE,5075332,2023-06-16T00:00:00Z
3468,5,4,EXCELENTE,18147,2022-04-04T00:00:00Z
3469,1,2,REGULAR,8799648,2023-09-24T00:00:00Z
3470,5,4,EXCELENTE,5195695,2023-12-26T00:00:00Z
3471,2,3,ACEPTABLE,17335,2021-09-29T00:00:00Z
3472,4,4,EXCELENTE,17327,2021-02-23T00:00:00Z
3473,1,1,DEFICIENTE,17694,2022-01-24T00:00:00Z
3474,1,1,DEFICIENTE,18212,2022-11-20T00:00:00Z
3475,2,3,ACEPTABLE,5802272,2022-07-07T00:00:00Z
3476,4,5,EXCELENTE,18349,2021-06-21T00:00:00Z
3477,3,3,MUY BUENO,16925,2022-01-18T00:00:00Z
3478,3,4,MUY BUENO,18591,2023-07-20T00:00:00Z
3479,3,3,MUY BUENO,5246190,2021-04-16T00:00:00Z
3480,3,2,ACEPTABLE,16799,2023-03-24T00:00:00Z
3481,5,5,EXCELENTE,5653924,2023-02-19T00:00:00Z
3482,4,4,EXCELENTE,52076,2023-02-23T00:00:00Z
3483,5,5,EXCELENTE,52212,2023-05-10T00:00:00Z
3484,2,2,ACEPTABLE,16667,2023-07-06T00:00:00Z
3485,5,5,EXCELENTE,18026,2023-01-20T00:00:00Z
3486,4,3,MUY BUENO,17078,2022-03-14T00:00:00Z
3487,2,2,ACEPTABLE,18364,2023-01-09T00:00:00Z
3488,3,3,MUY BUENO,5218552,2023-04-06T00:00:00Z
3489,1,2,REGULAR,17749,2022-07-28T00:00:00Z
3490,4,3,MUY BUENO,5653881,2023-12-09T00:00:00Z
3491,1,1,DEFICIENTE,18257,2022-01-21T00:00:00Z
3492,4,4,EXCELENTE,17873,2023-06-12T00:00:00Z
3493,1,1,DEFICIENTE,8799941,2021-09-24T00:00:00Z
3494,4,3,MUY BUENO,18430,2021-03-21T00:00:00Z
3495,3,2,ACEPTABLE,7838817,2023-03-10T00:00:00Z
3496,5,5,EXCELENTE,17174,2023-07-06T00:00:00Z
3497,4,3,MUY BUENO,18374,2021-10-10T00:00:00Z
3498,3,4,MUY BUENO,8775337,2021-07-29T00:00:00Z
3499,2,1,REGULAR,17755,2022-05-01T00:00:00Z
3500,1,2,REGULAR,7248199,2022-12-28T00:00:00Z
3501,1,2,REGULAR,17423,2023-09-25T00:00:00Z
3502,4,3,MUY BUENO,16785,2022-03-21T00:00:00Z
3503,2,3,ACEPTABLE,17467,2021-02-07T00:00:00Z
3504,2,2,ACEPTABLE,17846,2023-11-01T00:00:00Z
3505,4,4,EXCELENTE,52221,2022-12-26T00:00:00Z
3506,1,1,DEFICIENTE,18128,2021-06-29T00:00:00Z
3507,2,3,ACEPTABLE,17541,2021-08-27T00:00:00Z
3508,3,4,MUY BUENO,16911,2021-07-24T00:00:00Z
3509,4,3,MUY BUENO,17324,2021-03-18T00:00:00Z
3510,1,1,DEFICIENTE,16856,2021-08-16T00:00:00Z
3511,3,2,ACEPTABLE,18266,2022-10-03T00:00:00Z
3512,3,4,MUY BUENO,52054,2021-04-07T00:00:00Z
3513,2,2,ACEPTABLE,18427,2023-10-18T00:00:00Z
3514,3,3,MUY BUENO,16851,2022-03-28T00:00:00Z
3515,5,5,EXCELENTE,5654053,2021-10-28T00:00:00Z
3516,5,5,EXCELENTE,17459,2023-01-12T00:00:00Z
3517,5,4,EXCELENTE,16925,2022-07-14T00:00:00Z
3518,1,1,DEFICIENTE,5068873,2021-01-20T00:00:00Z
3519,3,4,MUY BUENO,17017,2023-08-19T00:00:00Z
3520,3,2,ACEPTABLE,18419,2023-05-01T00:00:00Z
3521,3,2,ACEPTABLE,17925,2021-05-25T00:00:00Z
3522,3,3,MUY BUENO,7144275,2023-08-31T00:00:00Z
3523,1,2,REGULAR,18466,2023-03-03T00:00:00Z
3524,1,1,DEFICIENTE,5174681,2021-07-10T00:00:00Z
3525,5,5,EXCELENTE,17546,2022-05-01T00:00:00Z
3526,4,3,MUY BUENO,18423,2021-04-12T00:00:00Z
3527,2,2,ACEPTABLE,18112,2023-04-30T00:00:00Z
3528,4,4,EXCELENTE,7943778,2021-11-11T00:00:00Z
3529,5,5,EXCELENTE,7125612,2023-01-31T00:00:00Z
3530,3,3,MUY BUENO,9294001,2022-11-13T00:00:00Z
3531,4,5,EXCELENTE,17946,2021-07-01T00:00:00Z
3532,2,3,ACEPTABLE,17005,2021-09-05T00:00:00Z
3533,5,5,EXCELENTE,7943776,2023-05-17T00:00:00Z
3534,2,1,REGULAR,18268,2022-10-25T00:00:00Z
3535,5,5,EXCELENTE,17702,2023-01-26T00:00:00Z
3536,5,4,EXCELENTE,5214638,2021-09-06T00:00:00Z
3537,5,5,EXCELENTE,3960567,2022-09-23T00:00:00Z
3538,4,3,MUY BUENO,5261893,2022-04-04T00:00:00Z
3539,4,3,MUY BUENO,7247843,2022-05-08T00:00:00Z
3540,5,5,EXCELENTE,18339,2023-02-24T00:00:00Z
3541,3,2,ACEPTABLE,5653877,2022-11-01T00:00:00Z
3542,1,1,DEFICIENTE,17561,2023-11-09T00:00:00Z
3543,5,5,EXCELENTE,17053,2021-03-16T00:00:00Z
3544,1,1,DEFICIENTE,5213833,2022-06-16T00:00:00Z
3545,3,2,ACEPTABLE,52076,2023-02-12T00:00:00Z
3546,5,4,EXCELENTE,17596,2021-04-12T00:00:00Z
3547,4,4,EXCELENTE,17486,2022-03-24T00:00:00Z
3548,4,5,EXCELENTE,17894,2021-12-30T00:00:00Z
3549,4,5,EXCELENTE,7928031,2021-11-13T00:00:00Z
3550,1,2,REGULAR,52208,2021-07-31T00:00:00Z
3551,3,3,MUY BUENO,17108,2023-02-22T00:00:00Z
3552,5,5,EXCELENTE,17994,2022-10-26T00:00:00Z
3553,2,1,REGULAR,52202,2021-08-01T00:00:00Z
3554,2,1,REGULAR,8927341,2021-02-15T00:00:00Z
3555,3,2,ACEPTABLE,17473,2022-04-17T00:00:00Z
3556,1,1,DEFICIENTE,17112,2021-10-19T00:00:00Z
3557,2,2,ACEPTABLE,18076,2021-08-21T00:00:00Z
3558,3,2,ACEPTABLE,52101,2021-12-09T00:00:00Z
3559,3,3,MUY BUENO,17952,2021-05-31T00:00:00Z
3560,4,3,MUY BUENO,18411,2021-04-11T00:00:00Z
3561,2,3,ACEPTABLE,5654006,2023-09-20T00:00:00Z
3562,1,1,DEFICIENTE,5213831,2023-02-25T00:00:00Z
3563,4,3,MUY BUENO,7165658,2022-04-06T00:00:00Z
